sku,name,description,category,quantity,price,cost,barcode,supplier
8DV57,"🏝️ EXCLUSIVE SEAVIEW VILLAS IN PERERENAN, BALI 🌴","🏝️ EXCLUSIVE SEAVIEW VILLAS IN PERERENAN, BALI 🌴

For Sale: Luxurious seaview villas in Bali’s picturesque Pererenan area, designed for sophisticated living or a profitable investment. Each villa offers stunning ocean views, a private pool, and access to Bali’s finest attractions.

🌟 Villa Type: Moana

Land Size: 150 - 196 m²
Building Size: 282 - 316 m²
Bedrooms: 3 spacious bedrooms
Price Range: IDR 7,161,165,000 to IDR 8,221,437,000 (approximately $456,000 to $524,000 USD)

🌟 Ownership: FH or LH for 30 + 20 years extension

🌟 Why Choose This Property?

These villas combine luxury with breathtaking ocean views, private pools, and rooftop gardens, offering a perfect retreat or high-return investment opportunity in Bali’s dynamic market. With flexible payment options and prime location, this is an unmatched investment in Bali’s exclusive Pererenan area.

Contact us for more details! 🏖️",Property listing,1,0,0,,8 Degree
8DV105,"A hidden gem in the peaceful enclave of Tanah Lot, this elegant 2-bedroom, 3-bathroom villa is a rare blend of privacy and timeless charm. Fully furnished and beautifully maintained, it sits on 250...","A hidden gem in the peaceful enclave of Tanah Lot, this elegant 2-bedroom, 3-bathroom villa is a rare blend of privacy and timeless charm. Fully furnished and beautifully maintained, it sits on 250 m² of freehold land with a 194 m² build, offering a seamless indoor-outdoor lifestyle framed by lush rice paddy views and a gentle riverside backdrop. Thoughtfully designed for comfort and functionality, the villa features a spacious pool, natural surroundings, and a welcoming ambiance that suits both a tranquil residence and a smart investment. Freehold title ensures lasting value in one of Bali’s most culturally rich locations.

Amenities :

Inhouse garage, can be rebuild to 3 bedroom

Calm environment

Close to several beaches; Kedungu, Seseh, Nyanyi

Authentic village setting

Close to shops and restaurants

Close to the famous Tanah Lot Temple and Park

5 minutes to Luna Beach Club in Nyanyi

15 minutes to Canggu beach",Property listing,1,0,0,,8 Degree
8D2501,8D2501 - Kito Villa (Jimbaran),"🌴 Discover a New Standard of Luxury Living in Bali 🌴

Imagine stepping into a brand-new, four-bedroom villa, where contemporary Balinese style harmoniously blends with elegant modern design and local artistry. This villa offers an exceptional sanctuary designed for both relaxation and entertainment.

🏠 Living Space:

284 m² of modern, open-concept living

Four spacious bedrooms, each with its own private bathroom, ensuring comfort and privacy

A fully equipped kitchen featuring an oven, hob, refrigerator, and dishwasher for effortless culinary experiences

💦 Outdoor Oasis:

An impressive 72 m² swimming pool with a luxurious lounge area, perfect for sun-soaked afternoons or moonlit swims

A covered patio area designed for social gatherings and family dinners

An inviting outdoor shower, ideal for rinsing off after a dip in the pool or a beach trip

🧘 Wellness & Relaxation:

A serene yoga and meditation room that offers the perfect retreat for body and mind

A modern sauna, designed for relaxation and rejuvenation

🎥 Entertainment & Comfort:

A home cinema with a new-generation laser projector and premium acoustics, creating an incredible movie-night experience

Designer LED and RGB lighting that highlights the villa’s unique architectural features, transforming every evening into a magical atmosphere

🚗 Additional Features:

A spacious, automated garage ensuring secure parking for vehicles and scooters

A laundry room and dedicated storage space for your convenience

A state-of-the-art water filtration system (osmosis), a 70-meter well with a water tank, and a bio-septic tank for eco-friendly living

🌳 Nature & Surroundings:

Nestled in a guarded villa complex with lush landscaping, including giant mango and Java plum trees, offering a private and tranquil environment

Nearby cafes, shops, and wellness studios enhance the lifestyle experience

📍 Perfect Location:

Supermarkets, international schools, universities, coworking spaces, and top tourist attractions are all within minutes’ reach

Proximity to Bali’s most famous beaches, cultural landmarks, and vibrant nightlife

💰 Investment Potential:

Flexible land lease agreement (28 years + guaranteed 20-year extension)

ROI forecasts between 11.2% and 20.8% annually, with a payback period ranging from 4.8 to 8.9 years, depending on the management style chosen

Experience unparalleled luxury, designed for those who value quality, comfort, and a unique Balinese soul. Embrace the opportunity to invest in a lifestyle that balances privacy, elegance, and connection to the vibrant culture of Bali.",Property listing,1,0,0,,8 Degree
8D2505,8D2505 - Villa M (Tumbak Bayuh),"Modern Tranquility in Tumbak Bayuh – 5BR Estate with Cinema, Office & 94m² Pool near Canggu 🌾🏡

Step into timeless elegance with this newly built luxury estate tucked away in the peaceful enclave of Tumbak Bayuh, just minutes from the heart of Canggu. With panoramic rice field views, high-end amenities, and meticulous modern design, this 5-bedroom residence is a standout in Bali’s prime residential market. Limited to just 2 units, this is a rare opportunity to secure space, style, and serenity in one of the island’s most desirable locales.

📍 Location: Tumbak Bayuh, North Pererenan – Private, greenbelt area close to central Canggu
🌿 Surroundings: Residential neighborhood with luxury villas and easy access to Bali’s best beach clubs, restaurants, and cafes

🏡 Villa Features
Space, Style & Smart Functionality in a Private Estate
• Land Size: 1,130 – 1,120 m²
• Building Size: 828 – 940 m²
• Bedrooms: 5 spacious bedrooms, all with ensuite bathrooms
• Living Areas: Large enclosed living room with sunken lounge and high ceilings
• Kitchen: Modern enclosed kitchen with dining space and premium appliances
• Bonus Rooms:
 – Dedicated home cinema room
 – Private office with views
 – Staff quarters with separate toilet
 – Guest powder room
 – Storage room
• Pool: Oversized 94 m² private swimming pool surrounded by tropical garden
• Outdoor: Alfresco dining area, covered terrace, balconies, and green zones
• Furnishing: Fully furnished with elegant, high-end interiors
• Utilities:
 – Electricity: 33,000 watts
 – Water Source: Drilled well with filtration
 – Internet: Fiber optic-ready
 – Parking: Secure garage

🌟 Lifestyle & Location Highlights
• Surrounded by rice fields and tranquil green zones
• 5–10 minutes to Jungle Paddle, Pererenan Beach, Finns Beach Club & Atlas Beach Fest
• Ideal for families, digital nomads, or luxury holiday rental investment
• Quiet residential street with high-end villas and a premium community feel
• Designed for both entertaining and peaceful everyday living

💼 Ownership, Developer & Investment Details
• Price: USD 1,688,000
• Ownership: Leasehold – 41 years (extension available)
• Construction Status: Completed – Real photos coming soon
• Developer: Built by a leading Canggu-based developer known for delivering high-spec villas across Pererenan and Tumbak Bayuh. Their portfolio includes premium residential and investment projects that consistently exceed expectations in both finish and rental ROI.
• Investment Potential:
 – Projected high rental returns due to size, amenities, and location
 – Rare availability of large, modern 5BR villas with cinema and office
 – Excellent long-term residence or income-generating property

✨ Why This Estate is a Top-Tier Choice
🏡 Signature Design – A perfect mix of modern tropical architecture and thoughtful luxury
🎥 Unique Features – Private cinema, professional-grade office, and oversized pool
📍 Strategic Location – Quiet yet minutes from Canggu’s action
📈 Long-Term Value – Leasehold until 2065 with excellent resale and ROI outlook

📞 Contact us now to request the full brochure or book a private tour. Only 2 units available – secure your luxury Bali estate today in one of the island’s fastest-growing areas.",Property listing,1,1688000,0,,8 Degree
8D2506,8D2506 - Villa Ariete (Tumbak Bayuh),"Modern 3-Bedroom Villa in Pererenan – Brutalist Elegance, Rooftop Views & Exceptional ROI Potential

Welcome to a standout opportunity to own a newly built, design-forward villa nestled in the highly sought-after area of Pererenan, Bali. Located in the peaceful enclave of Tumbak Bayuh and Tiying Tutul, this modern 3-bedroom residence combines bold architectural aesthetics with tropical serenity—perfect for families, digital nomads, and savvy investors seeking high returns. Only 10 minutes to Pererenan Beach and within easy reach of Canggu’s trendy cafes and boutiques, this villa delivers a harmonious lifestyle of privacy, convenience, and luxury.

📍 Location: Tumbak Bayuh / Tiying Tutul, Pererenan, Bali
🏞️ Views: Tropical garden, pool, and rooftop panoramas

🏡 Villa Features:
• Land Size: 380 m²
• Building Size: 332 m² across 2 floors
• Bedrooms: 3 spacious ensuite bedrooms with walk-in wardrobes
• Bathrooms: 4 (3 ensuite + 1 guest)
• Living & Dining Areas: Enclosed open-plan layout with double AC
• Kitchen: High-tech BOSCH appliances, pantry, dining area
• Architecture: Bold tropical brutalist design with raw concrete aesthetics
• Furnishing: Fully furnished with sophisticated custom pieces
• Storage & Utility: Large storage, laundry room, helper’s quarters

🌟 Lifestyle & Outdoor Amenities:
• Private Pool: 40 sqm centerpiece surrounded by lush garden & sundeck
• Garden & Terrace: Mini tropical garden, poolside decks for sunbathing
• Private Rooftop Terrace: With BBQ setup and panoramic sunset views
• Balconies: All bedrooms feature private balconies
• Bay Windows: Floor-to-ceiling windows for light-filled, airy interiors
• Electricity: 16,000 watts
• Water Source: Private drilled well with filtered system
• Parking: Private garage for car and motorbike access

💰 Investment Potential:
• Leasehold Until: November 2052 (27–28 years)
• Price: Starting at USD 649,000 (Fully furnished) to USD 736,000 (Unfurnished/off-plan)
• Rental Demand: High – Ideal for holiday rentals or long-term leasing
• Construction Quality: Guaranteed 1-year warranty from trusted European-standard developer
• Off-Plan Option: 12-month build time available for personalization
• Open for Sublease: Flexibility for rental income generation

✨ Why Choose This Villa?
🏝️ Prime Pererenan Location – Minutes to the beach, top dining, and wellness hubs
🏗️ Architectural Statement – Chic brutalist design with tropical soul
🌇 Rooftop Sunset Lounge – Unique entertaining space with panoramic views
💼 Turnkey or Customizable – Ready-to-move-in or personalize your finish
📈 Smart Investment – Long lease, high ROI, in one of Bali’s fastest-growing areas

📞 Contact us today to schedule your private viewing or receive the full brochure and villa plans. This is your chance to own a piece of Bali’s modern luxury.",Property listing,1,736000,0,,8 Degree
8D2507,8D2507 - Gemini Alpha Villa (Tumbak Bayuh),".🌿Modern 4-Bedroom Villa in Tumbak Bayuh – Earthy Elegance, Spacious Family Design & Strong Investment Potential

Welcome to a rare opportunity to own a beautifully crafted villa in the peaceful and family-friendly enclave of Tumbak Bayuh, Pererenan. Thoughtfully designed by a renowned Italian designer, this brand-new 4-bedroom property blends modern tropical architecture with earthy tones and natural materials—delivering a warm, grounded aesthetic ideal for families, long-term residents, or investors seeking strong returns in Bali’s rising real estate market.

📍 Location: Tumbak Bayuh, Pererenan, Bali
🏞️ Views: Lush tropical garden and 20-meter pool

🏡 Villa Features:
• Land Size: 460 m²
• Building Size: 267–330 m² across 2 floors
• Bedrooms: 4 spacious ensuite bedrooms
• Bathrooms: 4.5 (4 ensuite + 1 guest powder room)
• Living & Dining Areas: Enclosed open-plan design with high ceilings
• Kitchen: Fully equipped with modern appliances and island layout
• Design: Natural-toned finishes, high-quality build, Italian design flair
• Furnishing: Fully furnished with refined interiors
• Utility Spaces: Laundry room, storage room, staff quarters with private toilet

🌟 Lifestyle & Outdoor Amenities:
• Swimming Pool: 50 sqm (20-meter long) private pool with sundeck
• Garden: Landscaped tropical garden, ideal for relaxation or entertaining
• Parking: Private garage with easy car and bike access
• Electricity: 20,000 watts
• Water Source: Deep well with sustainable supply
• Extras: Twin villa options available—ideal for extended families or rental pairings

💰 Investment Potential:
• Leasehold Until: April 2049 (24 years) – extension available
• Price: USD 680,000 – 771,000 (Fully furnished)
• Rental Demand: High – strategic for both holiday and long-term rental markets
• Location Benefits: Close to Jungle Paddle, Finns Beach Club, Luna Beach Club, and Nyanyi Beach
• Build Quality: Constructed to European standards with excellent resale and ROI potential

✨ Why Choose This Villa?
🏡 Modern Tropical Comfort – Spacious design tailored for family living
🌿 Natural Aesthetic – Earthy, elegant design blending with Bali’s landscape
📍 Prime Location – Minutes to Pererenan, Canggu, and top lifestyle venues
💼 Turnkey Investment – Fully furnished, ready to generate passive income
📈 Strategic Buy – Twin villa setup with high-yield potential and long lease

📞 Contact us today to arrange your private viewing or request the full brochure, floor plan, and ROI projections. Embrace the Bali lifestyle with a villa that truly feels like home.",Property listing,1,680000,0,,8 Degree
8D2518,"8D2518 - Alis Paradise Villa (Canggu, Kayu Tulang)","Kayu Tulang Luxe Haven – Modern 4+1BR Villa with Rooftop Lounge & Rice Field Views 🌾🏡
Experience elevated tropical living in this beautifully renovated 4+1 bedroom villa, nestled in the sought-after enclave of Kayu Tulang, Canggu. Just 3km from Canggu Beach and minutes to Batu Bolong’s vibrant dining, this spacious retreat offers the perfect balance of comfort, style, and convenience. Whether you’re looking for a serene family residence, a lifestyle upgrade, or a promising investment, this modern oasis checks every box.
📍 Location: Kayu Tulang, Canggu – Prestigious residential street with direct access to Raya Canggu and proximity to Echo Beach & La Brisa
 🌿 Surroundings: Surrounded by upscale villas and lush rice fields, with top-rated schools, restaurants, and wellness centers within easy reach

🏡 Villa Features
Stylish Design, Rooftop Views, and Ultimate Comfort
 • Land Size: 625 m²
 • Building Size: 420 m²
 • Bedrooms: 4 spacious bedrooms + 1 staff room
 • Bathrooms: 5 bathrooms (including guest toilet)
 • Living Areas: Enclosed living and dining with large sliding doors for natural flow
 • Kitchen: Fully equipped modern kitchen with stove, fridge, and oven
 • Pool: 9m x 4m private swimming pool surrounded by a landscaped garden
 • Rooftop: Expansive rooftop terrace with rice field views, ideal for entertaining up to 40 guests
 • Extras: Laundry room, storage space, office room, spa room, and guest toilet
 • Furnishing: Fully furnished with contemporary tropical interiors
 • Air Conditioning: Yes (enclosed living and bedrooms)
 • Internet: WiFi-ready (fiber optic)
 • Parking: Onsite parking for 1 car
 • Renovation: Fully renovated in 2023

🌟 Lifestyle & Location Highlights
• 8 minutes to Canggu Beach, Batu Bolong, and top beach clubs like La Brisa
 • Easy access to Raya Canggu and local amenities – cafes, medical centers, boutiques
 • Quiet, secure neighborhood ideal for families, digital nomads, or long-stay guests
 • Rooftop terrace perfect for sunset gatherings, yoga, or entertaining
 • Spacious indoor-outdoor layout ideal for tropical living and hosting

💼 Ownership & Investment Details
• Leasehold: 22 years (extendable)
 • Price: USD 649,000
 • Rental Option: Available for yearly rental (inquire for rates)
 • Construction Year: Originally built 2016, renovated in 2023
 • Title: Hak Sewa (Leasehold)
 • Property ID: HPC3021
 • IMB: On request
 • Investment Potential:
  – High rental demand in one of Bali’s most dynamic neighborhoods
  – Rooftop and location advantages make it ideal for short- or long-term leasing
  – Strong capital appreciation in fast-developing Kayu Tulang corridor

✨ Why This Villa is a Smart Choice
🌅 Rooftop Entertaining – Rare rooftop with panoramic rice field views
 🏡 Move-In Ready – Fully furnished and freshly renovated for immediate use
 📍 Central Yet Peaceful – Quiet location near all of Canggu’s action
 💼 Proven Upside – Competitive lease terms and investment-grade rental appeal

📞 Contact us today to schedule a private tour or request the full property brochure. This is a standout opportunity to secure a modern villa in one of Bali’s most desirable residential zones.",Property listing,1,649000,0,,8 Degree
8D2521,8D2521 - Casa DiCemagi Residenza,"Cemagi Serenity Villas – Modern 3BR Retreats with Ocean & Rice Field Views 🌾🌊

Escape to refined tranquility in this newly completed 2-villa project in peaceful Cemagi, just 500 meters from the beach. Surrounded by lush rice fields and open skies, these 3-bedroom private residences seamlessly blend luxury finishes with natural beauty. Whether you’re seeking an elegant personal sanctuary or a high-yield investment, this rare opportunity in a Pink Zone (tourism zoning) delivers on all fronts.

📍 Location: Cemagi, Bali – Quiet coastal village with easy access to Mengening Beach and Canggu's lifestyle hubs
🌿 Surroundings: Unobstructed 180–270° ocean and rice field views with no adjoining walls – ultimate privacy

🏡 Villa Features
High-End Finishes, Scenic Vistas, and Smart Design
• Price: USD 450,000 per villa
• Units Available: 2
• Leasehold: 28 years
• Land Size: 180 m²
• Building Size: 274 m²
• Bedrooms: 3 bedrooms with ensuite bathrooms
• Bathrooms: 3.5 total (includes guest toilet)
• Living: Sunken lounge with floor-to-ceiling views
• Kitchen: Fully equipped with premium appliances
• Pool: Private swimming pool set against rice fields
• Balcony: Tempered glass balustrade with panoramic views
• Flooring: Terrazzo throughout
• Finishes: Bangkirai wood details, luxury fittings
• Parking: Shared 102 m² carpark
• Internet: Fiber optic
• Water: Drilled well
• Air Conditioning: Yes
• Furnishing: Fully furnished, turnkey condition
• IMB: On request
• Zone: Pink (Tourism) – ideal for short-term rental licensing

🌟 Lifestyle & Location Highlights
• 5-minute walk to Mengening Beach – surf, sunsets, and serenity
• Surrounded by rice paddies and open green zones for lasting views
• Peaceful setting, yet just 10 minutes to trendy cafes and boutiques in Seseh and Pererenan
• Close proximity to Canggu International School and wellness centers
• Ideal for digital nomads, families, or those seeking lifestyle investments
• Quiet neighborhood with excellent rental appeal

💼 Investment Potential
• Developer: Built by an experienced Bali team with a reputation for premium craftsmanship
• Ready to move in – construction completed and furniture installation finalized
• Income-ready with short-term and long-term rental potential in a tourism-zoned location
• High resale and appreciation potential due to unique positioning and view corridors

✨ Why Choose Cemagi Serenity Villas?
🌾 Scenic Solitude – Lush natural views from every angle
🏡 Stylish & Private – High-end finishings in standalone villas with no shared walls
🌊 Near the Beach – Enjoy the best of Bali’s coastline without the crowds
📈 Smart Buy – Prime zone, boutique scale, and immediate move-in readiness

📞 Contact us now to book a private tour or request the full brochure. Only 2 villas remain – secure your slice of tranquil luxury in Bali’s hidden coastal gem.",Property listing,1,450000,0,,8 Degree
8D2524,8D2524 - Jahten House,"🌿 Elegant 4-Bedroom Freehold Estate in Kedungu – River Views, Timeless Design & Prime Investment
Welcome to a rare freehold opportunity in the peaceful and up-and-coming area of Kedungu, Bali. Just minutes from Kedungu Beach and the vibrant Joshua District, this newly built 4-bedroom villa is surrounded by lush jungle, riverbanks, and rice fields, offering an unparalleled sense of calm and privacy.

Built in 2024, this thoughtfully designed residence features 530 m² of interior space on a sprawling 3,200 m² lot, blending minimalist architecture with rich natural textures. Whether you're seeking a tranquil personal retreat or a strategic investment, this property delivers both.

📍 Location: Kedungu, Bali
Views: River, rice fields, jungle, and tropical greenery

🏡 Villa Features:
• Land Size: 3,200 m²
• Building Size: 530 m² (single-level layout)
• Bedrooms: 4 – including a master suite with a custom warm-toned wardrobe
• Bathrooms: 5 – including a guest powder room
• Year Built: 2024
• Design: Contemporary Minimalism using natural dark wood elements
• Living Areas: Expansive open-plan living and dining area with nature views
• Kitchen: Modern, functional kitchen ideal for entertaining
• Furnishing: High-end minimalist finishes, fully furnished
• Zoning: Residential (Yellow Zone) – development flexibility

🌟 Outdoor & Lifestyle Highlights:
• Swimming Pool: 24m x 4.5m lap pool – striking design for both leisure and exercise
• Landscape: Framed by river, lush jungle, and rice paddies for natural tranquility
• Architectural Flow: Clean, linear design that harmonizes with the land
• Entry Experience: Elegant arrival sequence with car access and parking
• Setting: Peaceful yet well connected to beaches and key lifestyle areas

💰 Investment Potential:
• Title: Freehold – secure ownership in one of Bali’s rising locations
• Price: USD 1,850,000
• Zoning: Yellow Zone – ideal for residential or rental development
• Prime Area Growth: Kedungu is fast becoming a new luxury investment hotspot
• Ideal Use: Full-time residence, private retreat, or high-end rental asset

🗓️ Ownership Details:
• Ownership: Freehold
• IMB: Available on request
• Zoning Permit: Yellow Zone (Residential)

✨ Why This Villa Stands Out:
🌴 Freehold Advantage – Rare opportunity to own land in a high-growth zone
🌾 Immersed in Nature – Jungle, rice field, and river views in every direction
🪵 Minimalist Sophistication – Natural wood, clean lines, and refined finishes
🚗 Well-Connected – 7 mins to Kedungu Beach, 10 mins to Pigstone, close to Joshua District
💼 Investment-Ready – New build with strong potential for appreciation & rental returns

📞 Contact us now to arrange a private viewing and receive a full brochure.",Property listing,1,1850000,0,,8 Degree
8D2525,8D2525 - Kaba-kaba Villa,"🏡 Tranquil 4-Bedroom Villa in Kaba-Kaba – Scenic Views, Comfort & Long Leasehold
Welcome to a beautifully crafted 4-bedroom villa in the peaceful and sought-after village of Kaba-Kaba, Tabanan. Surrounded by panoramic rice field views and lush greenery, this single-level estate offers serenity, comfort, and modern elegance—making it the perfect family retreat or high-potential investment. Just 15 minutes to Seseh Beach and 20 minutes to Green School, it seamlessly blends rural tranquility with easy access to Bali’s key lifestyle hubs.

📍 Location: Kaba-Kaba Village, Tabanan – Bali
Views: Protected rice fields, plantations, and tropical gardens

🏡 Villa Features:
• Land Size: 780 m² (7.8 are)
• Building Size: 291 m² – Single-level layout
• Bedrooms: 4 spacious bedrooms with ensuite bathrooms
• Living Areas: Enclosed living & dining space with large glass panels
• Kitchen: Modern fully-equipped kitchen
• Laundry Room: Separate laundry area
• Parking: Carport for up to 3 cars + wide driveway
• Furnishing: Fully furnished with premium finishes
• Pool: 7.3m x 2.6m private pool with scenic views

🌿 Design & Build:
Crafted by a reputable American developer in 2023, the villa boasts high-end materials, minimalist lines, and seamless indoor-outdoor flow. Natural light fills every space, while the tranquil surroundings offer a calming and private atmosphere.

💰 Investment Potential:
• Leasehold: 28 years with flexible extension options
• Price: USD 750,000
• Zoning: Yellow (residential) – fully compliant for rentals or private use
• Rental-Ready: Fully furnished and turn-key
• Rising Market: Kaba-Kaba is gaining recognition as a quiet, high-value area with limited scenic land supply

🗓️ Ownership Details:
• Leasehold Validity: 28–29 years (depending on buyer preference)
• Title: Leasehold
• Legals: Yellow-zoned, compliant for residential use and rental operations

✨ Why Choose This Villa?
🌾 Peaceful Rice Field Views – Directly overlooking protected green belt
🏠 Elegant & Practical Layout – Ideal for families or long-term guests
🪵 Premium Finishes – Turn-key with quality craftsmanship
📍 Strategic Location – Rural charm yet close to beaches and schools
💼 Investment-Ready – Fully furnished with strong rental potential

📞 Contact us today to schedule a private viewing or request further details.",Property listing,1,750000,0,,8 Degree
8D2528,8D2528 - Tomma Villa Ubud,"🏡 LUXURIOUS 4-BEDROOM VILLA WITH JUNGLE & RIVER VIEWS IN UBUD – FOR SALE 🌿
Discover the ultimate tropical retreat in Ubud, Bali, with this exquisite 4-bedroom villa, combining modern elegance with stunning jungle, mountain, and river views. Nestled in a tranquil setting yet just minutes from Ubud’s cultural heart, this property offers both a serene lifestyle and an incredible investment opportunity.
📍 Location: Ubud / Pejeng, Bali
 Views: Lush Jungle, River & Mountain Scenery
🏠 Villa Features:
Land Size: 1,000–1,600 m² (approx. 10 are)
Building Size: Approx. 1,600 m² across 2 floors
4 Bedrooms with ensuite bathrooms
Versatile Living Room – enclosed or open-air layout
Two Modern Kitchens with high-end finishes
Private 14 x 3 m Swimming Pool with scenic jungle backdrop
Large Terrace with lounge area
Storage & Laundry Room
Built in 2022 – Fully Furnished with Contemporary Design


🌟 Amenities:
Master Suite with walk-in wardrobe, dedicated workspace & bathtub
Built-in wardrobes in all bedrooms
Indoor-outdoor flow ideal for tropical living
Tranquil surroundings with quick access to Ubud center (15 minutes)


📜 Ownership Details:
Leasehold until 2055
Option to extend for 15 years at market price
Ideal for use as a luxury residence or high-yield rental investment


💰 Price: USD 1,600,000
✨ Why Choose This Villa?
Breathtaking Natural Views: Wake up to serene jungle and river panoramas every day.
Prime Location: Peaceful yet conveniently close to Ubud’s art, dining, and wellness scenes.
Spacious & Modern: Thoughtfully designed layout perfect for families, retreats, or rental guests.
Turnkey Ready: Comes fully furnished with stylish and functional interiors.
Long-Term Investment: Secure leasehold with extension priority in a highly desirable area.


📞 Contact 8 Degree Real Estate today to arrange a private viewing and make this exceptional Ubud villa your own tropical haven!",Property listing,1,1600000,0,,8 Degree
8D2530,8D2530 - Newhaven North Villa (Cemagi),"🏡 LUXURIOUS 4-BEDROOM VILLA WITH ROOFTOP JACUZZI IN CEMAGI – FOR SALE 🌊
 Indulge in the ultimate Bali lifestyle with this elegant 4-bedroom villa located just 200 meters from Cemagi Beach. Surrounded by peaceful rice paddies and steps from the waves, this brand-new property offers the perfect mix of modern design, luxurious comfort, and serene coastal living—ideal as a private residence or a premium investment opportunity.
📍 Location: Cemagi, Bali
 Views: Ocean & Lush Garden Scenery
🏠 Villa Features:
Land Size: 363 m²
Building Size: 323 m² across 2 floors
4 Bedrooms (4 ensuite, 6 total bathrooms)
Fully Furnished with stylish, turnkey interiors
Enclosed Living Area with high ceilings and natural light
Modern Kitchen with filtered tap water system
Large Private Swimming Pool with lush garden surroundings
Rooftop Jacuzzi with breathtaking ocean views
Outdoor Lounge Areas for sunbathing or entertaining
Modern Minimalist Design with spacious, light-filled interiors
🌟 Amenities:
Rooftop with panoramic ocean views
Jacuzzi for ultimate relaxation
High ceilings and large picture windows
Clean, filtered tap water system
Quiet neighborhood just minutes from Pererenan and Seseh Beaches
Ready-to-move-in condition
📜 Ownership Details:
Leasehold: 24 years
Newly Built – Ready for Immediate Occupancy
💰 Price: IDR 7,500,000,000
✨ Why Choose This Villa?
Unmatched Location: Only 200 meters from the beach in peaceful Cemagi, near Pererenan & Canggu.
Luxury Living: Modern architecture, rooftop jacuzzi, and beautiful interiors create a resort-style home.
Turnkey Investment: Fully furnished and perfect for short- or long-term rentals.
Secure Leasehold: Excellent long-term investment in a high-demand coastal area.
Relaxation & Privacy: Spacious layout ideal for family living or entertaining.
📞 Contact 8 Degree Real Estate today to arrange your private viewing and make this exceptional villa your next tropical sanctuary in Bali!",Property listing,1,0,0,,8 Degree
8D2531,8D2531 - Noma Villa (Pantai Lima),"🏡 LUXURIOUS 4-BEDROOM VILLA NEAR PERERENAN BEACH – FOR SALE 🌴
 Live the Bali dream with this stunning 4-bedroom villa, located just 200–300 meters from the iconic Pererenan and Pantai Lima beaches. Blending modern architecture with Balinese charm, this property is ideal for beach lovers, lifestyle seekers, and savvy investors alike.
📍 Location: Pantai Lima, Bali
 Views: Tropical Garden & Coastal Breeze
🏠 Villa Features:
 • Land Size: 270 m²
 • Building Size: 240 m² across 2 floors
 • 4 Bedrooms with ensuite bathrooms
 • Additional Guest Bathroom
 • Enclosed Living Room for year-round comfort
 • Fully Furnished with tasteful interiors
 • Modern Kitchen with Island & Smart Layout
 • Private 7 x 3.5 m Swimming Pool with Sunbeds & Lounge Area
 • Balcony connecting upstairs bedrooms with tropical views
 • Smart TVs with Netflix in all rooms
 • Ethnic Balinese design elements throughout
🌟 Amenities:
 • High ceilings & floor-to-ceiling glass for natural light
 • Bathtub in the Master Ensuite
 • Filtered tap water system for health and convenience
 • IMB Pondok Wisata license for legal rental operations
 • Prime coastal location ideal for surfing, sunset strolls, and beachside cafés
 • Fully turnkey – move in or start renting immediately
📜 Ownership Details:
 • Leasehold:
  – Option 1: 26 years + 10-year extension option
  – Option 2: Lease until June 18, 2051 + fixed-price extension until June 17, 2061
 • IMB Pondok Wisata Certified (Rental License)
💰 Price: USD 495.000
✨ Why Choose This Villa?
 🌊 Beachside Living: Just 200–300 meters from Pererenan & Pantai Lima beaches
 🏡 Stylish & Comfortable: Enclosed living, warm wooden accents, and lush landscaping
 💼 Rental Ready: Fully licensed for short-term rental income with strong ROI potential
 📍 Prime Location: Peaceful yet within minutes of Canggu’s hotspots
 🔐 Secure Leasehold: Long-term ownership options with extension guarantees
📞 Contact 8 Degree Real Estate today to schedule a private viewing and secure this exceptional Pererenan villa – your perfect slice of paradise in Bali!",Property listing,1,495000,0,,8 Degree
